Code,CARRIER,MONTH,DAY_OF_WEEK,NUMBER_OF_FLIGHTS,DISTANCE,AIR_TIME,DEP_DELAY,ARR_DELAY,TAXI_IN,TAXI_OUT
DL,Delta Air Lines Inc.,7,4,11347,873.0,118.0,20.0,13.0,7.0,19.0
DL,Delta Air Lines Inc.,7,5,14198,872.0,117.0,14.0,6.0,7.0,18.0
DL,Delta Air Lines Inc.,7,6,11278,903.0,121.0,10.0,2.0,7.0,17.0
DL,Delta Air Lines Inc.,7,7,13136,884.0,118.0,9.0,-1.0,7.0,17.0
DL,Delta Air Lines Inc.,8,1,13388,870.0,116.0,37.0,29.0,8.0,17.0
DL,Delta Air Lines Inc.,8,2,13195,866.0,116.0,25.0,17.0,8.0,17.0
DL,Delta Air Lines Inc.,8,3,13734,861.0,116.0,12.0,3.0,7.0,17.0
DL,Delta Air Lines Inc.,8,4,11338,867.0,117.0,11.0,4.0,8.0,18.0
DL,Delta Air Lines Inc.,8,5,11365,868.0,117.0,9.0,1.0,7.0,18.0
DL,Delta Air Lines Inc.,8,6,8733,902.0,121.0,6.0,-3.0,7.0,16.0
DL,Delta Air Lines Inc.,8,7,10807,871.0,117.0,9.0,1.0,7.0,18.0
DL,Delta Air Lines Inc.,9,1,10569,826.0,112.0,4.0,-4.0,7.0,17.0
DL,Delta Air Lines Inc.,9,2,10527,807.0,110.0,3.0,-5.0,7.0,17.0
DL,Delta Air Lines Inc.,9,3,10448,809.0,110.0,4.0,-4.0,7.0,17.0
DL,Delta Air Lines Inc.,9,4,13365,828.0,112.0,6.0,-2.0,7.0,17.0
DL,Delta Air Lines Inc.,9,5,13410,830.0,112.0,6.0,-2.0,7.0,17.0
DL,Delta Air Lines Inc.,9,6,7372,868.0,116.0,1.0,-8.0,7.0,15.0
DL,Delta Air Lines Inc.,9,7,9640,847.0,114.0,3.0,-6.0,7.0,16.0
DL,Delta Air Lines Inc.,10,1,13415,818.0,111.0,2.0,-8.0,7.0,16.0
DL,Delta Air Lines Inc.,10,2,10548,803.0,109.0,0.0,-10.0,7.0,16.0
DL,Delta Air Lines Inc.,10,3,10634,811.0,111.0,1.0,-8.0,7.0,16.0
DL,Delta Air Lines Inc.,10,4,10833,820.0,112.0,4.0,-4.0,7.0,17.0
DL,Delta Air Lines Inc.,10,5,10733,826.0,112.0,5.0,-4.0,7.0,17.0
DL,Delta Air Lines Inc.,10,6,9656,859.0,115.0,2.0,-8.0,7.0,16.0
DL,Delta Air Lines Inc.,10,7,12603,838.0,113.0,4.0,-6.0,7.0,16.0
DL,Delta Air Lines Inc.,11,1,10300,826.0,113.0,5.0,-5.0,7.0,17.0
DL,Delta Air Lines Inc.,11,2,12531,803.0,110.0,4.0,-6.0,7.0,17.0
DL,Delta Air Lines Inc.,11,3,13080,809.0,111.0,4.0,-5.0,7.0,17.0
DL,Delta Air Lines Inc.,11,4,9566,825.0,112.0,2.0,-8.0,7.0,17.0
DL,Delta Air Lines Inc.,11,5,10001,827.0,112.0,4.0,-6.0,7.0,17.0
DL,Delta Air Lines Inc.,11,6,8363,852.0,115.0,1.0,-9.0,7.0,16.0
DL,Delta Air Lines Inc.,11,7,10183,840.0,114.0,4.0,-7.0,7.0,16.0
DL,Delta Air Lines Inc.,12,1,9779,878.0,122.0,16.0,9.0,8.0,18.0
DL,Delta Air Lines Inc.,12,2,9620,866.0,120.0,8.0,1.0,7.0,18.0
DL,Delta Air Lines Inc.,12,3,9707,870.0,120.0,5.0,-3.0,7.0,18.0
DL,Delta Air Lines Inc.,12,4,12431,867.0,120.0,8.0,1.0,7.0,18.0
DL,Delta Air Lines Inc.,12,5,12444,870.0,120.0,9.0,1.0,7.0,19.0
DL,Delta Air Lines Inc.,12,6,8914,932.0,127.0,19.0,11.0,7.0,18.0
DL,Delta Air Lines Inc.,12,7,8466,886.0,122.0,20.0,14.0,8.0,19.0
EV,ExpressJet Airlines Inc.,1,1,5743,440.0,70.0,9.0,5.0,8.0,18.0
EV,ExpressJet Airlines Inc.,1,2,5392,435.0,69.0,7.0,2.0,7.0,18.0
EV,ExpressJet Airlines Inc.,1,3,5606,437.0,70.0,4.0,-1.0,7.0,18.0
EV,ExpressJet Airlines Inc.,1,4,5922,443.0,71.0,5.0,1.0,7.0,17.0
EV,ExpressJet Airlines Inc.,1,5,6799,445.0,71.0,8.0,5.0,7.0,18.0
EV,ExpressJet Airlines Inc.,1,6,4792,441.0,70.0,3.0,-2.0,7.0,16.0
EV,ExpressJet Airlines Inc.,1,7,6194,448.0,71.0,6.0,1.0,7.0,17.0
EV,ExpressJet Airlines Inc.,2,1,7137,440.0,71.0,9.0,5.0,8.0,18.0
EV,ExpressJet Airlines Inc.,2,2,5446,437.0,71.0,16.0,14.0,7.0,19.0
EV,ExpressJet Airlines Inc.,2,3,5358,434.0,70.0,9.0,5.0,7.0,18.0
EV,ExpressJet Airlines Inc.,2,4,5874,443.0,71.0,8.0,3.0,7.0,18.0
EV,ExpressJet Airlines Inc.,2,5,5784,441.0,70.0,10.0,5.0,7.0,17.0
EV,ExpressJet Airlines Inc.,2,6,3873,439.0,70.0,1.0,-6.0,7.0,16.0
EV,ExpressJet Airlines Inc.,2,7,4869,444.0,71.0,3.0,-3.0,7.0,16.0
EV,ExpressJet Airlines Inc.,3,1,5993,435.0,69.0,5.0,-0.0,7.0,16.0
EV,ExpressJet Airlines Inc.,3,2,6944,430.0,69.0,6.0,2.0,7.0,17.0
EV,ExpressJet Airlines Inc.,3,3,7057,429.0,70.0,7.0,4.0,7.0,17.0
EV,ExpressJet Airlines Inc.,3,4,7441,434.0,71.0,12.0,11.0,8.0,18.0
EV,ExpressJet Airlines Inc.,3,5,6031,437.0,70.0,7.0,3.0,7.0,17.0
EV,ExpressJet Airlines Inc.,3,6,4697,454.0,72.0,2.0,-3.0,7.0,16.0
EV,ExpressJet Airlines Inc.,3,7,5667,444.0,71.0,3.0,-1.0,7.0,16.0
EV,ExpressJet Airlines Inc.,4,1,5562,441.0,70.0,4.0,-1.0,7.0,16.0
EV,ExpressJet Airlines Inc.,4,2,5504,436.0,70.0,3.0,-1.0,7.0,17.0
EV,ExpressJet Airlines Inc.,4,3,5540,438.0,71.0,-0.0,-5.0,7.0,17.0
EV,ExpressJet Airlines Inc.,4,4,5746,440.0,71.0,5.0,1.0,7.0,17.0
EV,ExpressJet Airlines Inc.,4,5,7250,441.0,71.0,7.0,4.0,7.0,17.0
EV,ExpressJet Airlines Inc.,4,6,5146,437.0,70.0,4.0,-0.0,7.0,16.0
EV,ExpressJet Airlines Inc.,4,7,5312,433.0,69.0,5.0,0.0,7.0,16.0
EV,ExpressJet Airlines Inc.,5,1,7009,436.0,70.0,5.0,1.0,7.0,17.0
EV,ExpressJet Airlines Inc.,5,2,6955,432.0,69.0,5.0,1.0,7.0,17.0
EV,ExpressJet Airlines Inc.,5,3,5585,432.0,69.0,6.0,3.0,7.0,17.0
EV,ExpressJet Airlines Inc.,5,4,5700,434.0,70.0,10.0,9.0,7.0,19.0
EV,ExpressJet Airlines Inc.,5,5,5638,432.0,69.0,8.0,4.0,7.0,17.0
EV,ExpressJet Airlines Inc.,5,6,3760,437.0,69.0,2.0,-3.0,7.0,15.0
EV,ExpressJet Airlines Inc.,5,7,6062,437.0,70.0,6.0,3.0,7.0,17.0
EV,ExpressJet Airlines Inc.,6,1,5926,438.0,69.0,9.0,5.0,7.0,18.0
EV,ExpressJet Airlines Inc.,6,2,5520,434.0,69.0,18.0,15.0,8.0,18.0
EV,ExpressJet Airlines Inc.,6,3,7139,433.0,69.0,8.0,4.0,7.0,18.0
EV,ExpressJet Airlines Inc.,6,4,7112,436.0,69.0,15.0,13.0,8.0,19.0
EV,ExpressJet Airlines Inc.,6,5,5894,439.0,70.0,11.0,7.0,8.0,18.0
EV,ExpressJet Airlines Inc.,6,6,4585,435.0,69.0,5.0,-0.0,7.0,16.0
EV,ExpressJet Airlines Inc.,6,7,5355,438.0,69.0,14.0,11.0,7.0,18.0
EV,ExpressJet Airlines Inc.,7,1,5088,430.0,68.0,15.0,11.0,7.0,18.0
EV,ExpressJet Airlines Inc.,7,2,5844,431.0,69.0,14.0,11.0,8.0,18.0
EV,ExpressJet Airlines Inc.,7,3,5721,436.0,69.0,23.0,21.0,7.0,19.0
EV,ExpressJet Airlines Inc.,7,4,5542,434.0,69.0,26.0,24.0,8.0,18.0
EV,ExpressJet Airlines Inc.,7,5,7117,435.0,69.0,21.0,17.0,8.0,18.0
EV,ExpressJet Airlines Inc.,7,6,5465,429.0,68.0,12.0,8.0,8.0,17.0
EV,ExpressJet Airlines Inc.,7,7,6245,440.0,69.0,13.0,8.0,7.0,17.0
EV,ExpressJet Airlines Inc.,8,1,6997,442.0,70.0,25.0,22.0,8.0,18.0
EV,ExpressJet Airlines Inc.,8,2,6858,437.0,69.0,11.0,7.0,7.0,17.0
EV,ExpressJet Airlines Inc.,8,3,7023,440.0,70.0,7.0,3.0,7.0,17.0
EV,ExpressJet Airlines Inc.,8,4,5769,439.0,70.0,13.0,10.0,8.0,18.0
EV,ExpressJet Airlines Inc.,8,5,5576,438.0,70.0,17.0,15.0,8.0,18.0
EV,ExpressJet Airlines Inc.,8,6,4083,433.0,69.0,14.0,11.0,7.0,17.0
EV,ExpressJet Airlines Inc.,8,7,5166,442.0,70.0,17.0,13.0,8.0,18.0
EV,ExpressJet Airlines Inc.,9,1,5489,451.0,71.0,7.0,2.0,7.0,17.0
EV,ExpressJet Airlines Inc.,9,2,5383,446.0,70.0,3.0,-2.0,7.0,17.0
EV,ExpressJet Airlines Inc.,9,3,5196,445.0,70.0,10.0,7.0,7.0,18.0
EV,ExpressJet Airlines Inc.,9,4,6965,450.0,71.0,10.0,6.0,7.0,18.0
EV,ExpressJet Airlines Inc.,9,5,6981,450.0,71.0,11.0,7.0,7.0,17.0
EV,ExpressJet Airlines Inc.,9,6,3750,446.0,70.0,6.0,1.0,7.0,16.0
EV,ExpressJet Airlines Inc.,9,7,4787,451.0,71.0,4.0,-0.0,7.0,17.0
EV,ExpressJet Airlines Inc.,10,1,6748,449.0,70.0,6.0,0.0,7.0,16.0
EV,ExpressJet Airlines Inc.,10,2,5197,448.0,70.0,2.0,-3.0,7.0,17.0
EV,ExpressJet Airlines Inc.,10,3,5413,445.0,70.0,3.0,-2.0,7.0,17.0
EV,ExpressJet Airlines Inc.,10,4,5484,448.0,71.0,9.0,6.0,7.0,18.0
EV,ExpressJet Airlines Inc.,10,5,5488,446.0,70.0,11.0,7.0,7.0,17.0
EV,ExpressJet Airlines Inc.,10,6,4588,432.0,68.0,3.0,-3.0,7.0,16.0
EV,ExpressJet Airlines Inc.,10,7,6338,445.0,70.0,10.0,5.0,7.0,17.0
EV,ExpressJet Airlines Inc.,11,1,5034,450.0,71.0,10.0,5.0,7.0,18.0
EV,ExpressJet Airlines Inc.,11,2,6005,444.0,70.0,9.0,3.0,7.0,17.0
EV,ExpressJet Airlines Inc.,11,3,6466,446.0,71.0,7.0,3.0,7.0,18.0
EV,ExpressJet Airlines Inc.,11,4,4693,448.0,70.0,4.0,-3.0,7.0,17.0
EV,ExpressJet Airlines Inc.,11,5,4871,447.0,70.0,22.0,17.0,7.0,18.0
EV,ExpressJet Airlines Inc.,11,6,3968,435.0,69.0,3.0,-4.0,7.0,16.0
EV,ExpressJet Airlines Inc.,11,7,5012,451.0,71.0,8.0,2.0,7.0,17.0
EV,ExpressJet Airlines Inc.,12,1,5053,453.0,73.0,21.0,18.0,8.0,18.0
EV,ExpressJet Airlines Inc.,12,2,4932,448.0,72.0,15.0,12.0,7.0,18.0
EV,ExpressJet Airlines Inc.,12,3,5039,451.0,72.0,11.0,6.0,7.0,18.0
EV,ExpressJet Airlines Inc.,12,4,6407,451.0,72.0,13.0,10.0,7.0,18.0
EV,ExpressJet Airlines Inc.,12,5,6422,455.0,73.0,13.0,9.0,8.0,18.0
EV,ExpressJet Airlines Inc.,12,6,4412,444.0,71.0,17.0,14.0,8.0,18.0
EV,ExpressJet Airlines Inc.,12,7,3990,452.0,73.0,23.0,22.0,8.0,19.0
F9,Frontier Airlines Inc.,1,1,942,1032.0,138.0,4.0,-4.0,10.0,16.0
F9,Frontier Airlines Inc.,1,2,883,1049.0,140.0,7.0,-3.0,9.0,16.0
F9,Frontier Airlines Inc.,1,3,876,1052.0,141.0,7.0,-2.0,9.0,16.0
F9,Frontier Airlines Inc.,1,4,912,1038.0,139.0,9.0,0.0,9.0,16.0
F9,Frontier Airlines Inc.,1,5,1139,1036.0,139.0,7.0,1.0,10.0,17.0
F9,Frontier Airlines Inc.,1,6,1121,1037.0,138.0,5.0,-4.0,10.0,16.0
F9,Frontier Airlines Inc.,1,7,1145,1030.0,137.0,7.0,-1.0,10.0,17.0
F9,Frontier Airlines Inc.,2,1,1082,1047.0,140.0,6.0,-5.0,10.0,16.0
F9,Frontier Airlines Inc.,2,2,879,1046.0,141.0,12.0,3.0,10.0,17.0
F9,Frontier Airlines Inc.,2,3,885,1046.0,140.0,9.0,-1.0,9.0,16.0
F9,Frontier Airlines Inc.,2,4,928,1037.0,139.0,4.0,-7.0,10.0,16.0
F9,Frontier Airlines Inc.,2,5,925,1039.0,139.0,6.0,-6.0,9.0,16.0
F9,Frontier Airlines Inc.,2,6,915,1036.0,138.0,1.0,-13.0,9.0,15.0
F9,Frontier Airlines Inc.,2,7,912,1039.0,138.0,3.0,-10.0,10.0,15.0
F9,Frontier Airlines Inc.,3,1,928,1060.0,142.0,7.0,-3.0,10.0,16.0
F9,Frontier Airlines Inc.,3,2,1091,1062.0,143.0,10.0,-0.0,9.0,16.0
F9,Frontier Airlines Inc.,3,3,1003,1058.0,142.0,13.0,3.0,10.0,15.0
F9,Frontier Airlines Inc.,3,4,1092,1054.0,142.0,22.0,15.0,10.0,18.0
F9,Frontier Airlines Inc.,3,5,922,1055.0,141.0,23.0,14.0,9.0,17.0
F9,Frontier Airlines Inc.,3,6,911,1054.0,140.0,18.0,9.0,10.0,17.0
F9,Frontier Airlines Inc.,3,7,911,1060.0,141.0,7.0,-3.0,10.0,16.0
F9,Frontier Airlines Inc.,4,1,945,1036.0,138.0,1.0,-9.0,10.0,15.0
F9,Frontier Airlines Inc.,4,2,918,1041.0,140.0,1.0,-6.0,9.0,16.0
F9,Frontier Airlines Inc.,4,3,946,1031.0,138.0,5.0,-3.0,10.0,16.0
F9,Frontier Airlines Inc.,4,4,966,1028.0,138.0,2.0,-5.0,10.0,16.0
F9,Frontier Airlines Inc.,4,5,1194,1034.0,139.0,6.0,0.0,10.0,17.0
F9,Frontier Airlines Inc.,4,6,1163,1030.0,138.0,10.0,4.0,9.0,18.0
F9,Frontier Airlines Inc.,4,7,953,1038.0,139.0,4.0,-5.0,10.0,16.0
F9,Frontier Airlines Inc.,5,1,1274,1010.0,136.0,7.0,2.0,10.0,16.0
F9,Frontier Airlines Inc.,5,2,1240,1014.0,137.0,10.0,5.0,10.0,16.0
F9,Frontier Airlines Inc.,5,3,1022,1011.0,136.0,8.0,2.0,10.0,16.0
F9,Frontier Airlines Inc.,5,4,1018,1012.0,137.0,16.0,14.0,11.0,16.0
F9,Frontier Airlines Inc.,5,5,1039,1011.0,135.0,19.0,12.0,10.0,15.0
F9,Frontier Airlines Inc.,5,6,1033,1012.0,135.0,10.0,3.0,10.0,15.0
F9,Frontier Airlines Inc.,5,7,1251,1010.0,135.0,6.0,-0.0,10.0,15.0
F9,Frontier Airlines Inc.,6,1,1080,1019.0,136.0,13.0,11.0,12.0,16.0
F9,Frontier Airlines Inc.,6,2,1051,1018.0,136.0,17.0,15.0,12.0,17.0
F9,Frontier Airlines Inc.,6,3,1353,1019.0,135.0,13.0,9.0,11.0,16.0
F9,Frontier Airlines Inc.,6,4,1353,1011.0,135.0,13.0,11.0,11.0,17.0
F9,Frontier Airlines Inc.,6,5,1080,1020.0,135.0,6.0,2.0,11.0,16.0
F9,Frontier Airlines Inc.,6,6,1082,1017.0,134.0,9.0,3.0,12.0,15.0
F9,Frontier Airlines Inc.,6,7,1081,1013.0,134.0,14.0,10.0,11.0,16.0
F9,Frontier Airlines Inc.,7,1,1135,1018.0,135.0,18.0,18.0,11.0,17.0
F9,Frontier Airlines Inc.,7,2,1149,1020.0,135.0,15.0,15.0,11.0,17.0
F9,Frontier Airlines Inc.,7,3,1169,1023.0,135.0,18.0,18.0,12.0,17.0
F9,Frontier Airlines Inc.,7,4,1167,1018.0,134.0,26.0,26.0,12.0,17.0
F9,Frontier Airlines Inc.,7,5,1445,1022.0,136.0,31.0,32.0,12.0,17.0
F9,Frontier Airlines Inc.,7,6,1453,1020.0,135.0,24.0,24.0,13.0,17.0
F9,Frontier Airlines Inc.,7,7,1451,1011.0,134.0,23.0,23.0,12.0,16.0
F9,Frontier Airlines Inc.,8,1,1432,1022.0,135.0,17.0,15.0,12.0,17.0
F9,Frontier Airlines Inc.,8,2,1427,1027.0,136.0,17.0,17.0,12.0,17.0
F9,Frontier Airlines Inc.,8,3,1419,1023.0,135.0,12.0,11.0,12.0,17.0
F9,Frontier Airlines Inc.,8,4,1162,1022.0,135.0,16.0,16.0,12.0,17.0
F9,Frontier Airlines Inc.,8,5,1150,1024.0,136.0,19.0,18.0,12.0,17.0
F9,Frontier Airlines Inc.,8,6,1146,1019.0,135.0,26.0,24.0,12.0,16.0
F9,Frontier Airlines Inc.,8,7,1151,1014.0,134.0,24.0,22.0,13.0,16.0
F9,Frontier Airlines Inc.,9,1,1147,1034.0,136.0,15.0,11.0,12.0,16.0
F9,Frontier Airlines Inc.,9,2,1157,1047.0,137.0,11.0,7.0,12.0,15.0
F9,Frontier Airlines Inc.,9,3,1154,1039.0,137.0,17.0,15.0,13.0,17.0
F9,Frontier Airlines Inc.,9,4,1422,1034.0,136.0,18.0,15.0,12.0,16.0
F9,Frontier Airlines Inc.,9,5,1427,1038.0,137.0,17.0,13.0,11.0,16.0
F9,Frontier Airlines Inc.,9,6,1134,1030.0,136.0,17.0,14.0,13.0,15.0
F9,Frontier Airlines Inc.,9,7,1152,1033.0,135.0,18.0,13.0,11.0,15.0
F9,Frontier Airlines Inc.,10,1,1368,1053.0,139.0,11.0,6.0,11.0,16.0
F9,Frontier Airlines Inc.,10,2,1127,1051.0,139.0,9.0,5.0,11.0,15.0
F9,Frontier Airlines Inc.,10,3,1129,1040.0,138.0,6.0,2.0,11.0,16.0
F9,Frontier Airlines Inc.,10,4,1092,1047.0,139.0,15.0,12.0,11.0,16.0
F9,Frontier Airlines Inc.,10,5,1087,1045.0,138.0,13.0,8.0,11.0,16.0
F9,Frontier Airlines Inc.,10,6,1376,1032.0,136.0,8.0,2.0,11.0,15.0
F9,Frontier Airlines Inc.,10,7,1389,1048.0,138.0,9.0,5.0,12.0,15.0
F9,Frontier Airlines Inc.,11,1,1051,1100.0,144.0,5.0,-4.0,11.0,15.0
F9,Frontier Airlines Inc.,11,2,1265,1098.0,145.0,6.0,-2.0,11.0,15.0
F9,Frontier Airlines Inc.,11,3,1282,1098.0,145.0,2.0,-6.0,11.0,15.0
F9,Frontier Airlines Inc.,11,4,1025,1092.0,143.0,3.0,-5.0,11.0,16.0
F9,Frontier Airlines Inc.,11,5,1014,1107.0,145.0,4.0,-5.0,11.0,15.0
F9,Frontier Airlines Inc.,11,6,1018,1102.0,144.0,3.0,-6.0,11.0,15.0
F9,Frontier Airlines Inc.,11,7,1038,1091.0,143.0,3.0,-5.0,11.0,15.0
F9,Frontier Airlines Inc.,12,1,938,1110.0,149.0,30.0,26.0,12.0,16.0
F9,Frontier Airlines Inc.,12,2,968,1099.0,147.0,23.0,20.0,11.0,17.0
F9,Frontier Airlines Inc.,12,3,1043,1100.0,147.0,30.0,25.0,11.0,17.0
F9,Frontier Airlines Inc.,12,4,1301,1097.0,146.0,24.0,19.0,11.0,16.0
F9,Frontier Airlines Inc.,12,5,1321,1108.0,147.0,23.0,21.0,13.0,17.0
F9,Frontier Airlines Inc.,12,6,1172,1111.0,147.0,28.0,25.0,14.0,17.0
F9,Frontier Airlines Inc.,12,7,895,1100.0,147.0,31.0,29.0,13.0,17.0
HA,Hawaiian Airlines Inc.,1,1,809,649.0,88.0,-3.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,1,2,785,620.0,85.0,-3.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,1,3,804,642.0,87.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,1,4,795,621.0,84.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,1,5,1070,649.0,87.0,-2.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,1,6,997,645.0,87.0,-0.0,-0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,1,7,1010,669.0,90.0,-2.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,2,1,1007,640.0,87.0,-2.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,2,2,783,612.0,83.0,-2.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,2,3,799,641.0,87.0,0.0,1.0,7.0,12.0
HA,Hawaiian Airlines Inc.,2,4,794,618.0,84.0,0.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,2,5,855,648.0,87.0,1.0,0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,2,6,797,643.0,87.0,-0.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,2,7,804,667.0,90.0,-2.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,3,1,815,648.0,87.0,-1.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,3,2,995,618.0,84.0,-0.0,0.0,8.0,11.0
HA,Hawaiian Airlines Inc.,3,3,1011,642.0,87.0,-0.0,-0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,3,4,1008,615.0,84.0,3.0,2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,3,5,870,640.0,87.0,0.0,0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,3,6,811,634.0,86.0,-1.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,3,7,831,643.0,87.0,-1.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,4,1,817,636.0,86.0,-0.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,4,2,805,606.0,82.0,-4.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,4,3,815,635.0,86.0,-3.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,4,4,812,608.0,82.0,-2.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,4,5,1107,631.0,84.0,1.0,0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,4,6,1033,626.0,84.0,-2.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,4,7,839,647.0,87.0,-2.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,5,1,1032,649.0,87.0,-1.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,5,2,1005,624.0,84.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,5,3,811,647.0,87.0,1.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,5,4,812,614.0,82.0,1.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,5,5,880,634.0,85.0,2.0,2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,5,6,824,632.0,85.0,-2.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,5,7,1044,651.0,87.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,6,1,889,666.0,89.0,-1.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,6,2,868,655.0,87.0,-2.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,6,3,1115,677.0,90.0,1.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,6,4,1106,646.0,86.0,3.0,4.0,7.0,11.0
HA,Hawaiian Airlines Inc.,6,5,940,663.0,88.0,0.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,6,6,888,646.0,87.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,6,7,908,658.0,87.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,7,1,895,668.0,88.0,-1.0,-1.0,7.0,12.0
HA,Hawaiian Airlines Inc.,7,2,871,654.0,87.0,0.0,-0.0,7.0,12.0
HA,Hawaiian Airlines Inc.,7,3,906,682.0,90.0,4.0,4.0,7.0,12.0
HA,Hawaiian Airlines Inc.,7,4,897,644.0,86.0,1.0,2.0,7.0,12.0
HA,Hawaiian Airlines Inc.,7,5,1181,654.0,87.0,0.0,0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,7,6,1107,641.0,85.0,3.0,3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,7,7,1133,672.0,89.0,7.0,8.0,8.0,11.0
HA,Hawaiian Airlines Inc.,8,1,1124,662.0,88.0,-1.0,-1.0,7.0,12.0
HA,Hawaiian Airlines Inc.,8,2,1098,638.0,85.0,-1.0,-1.0,7.0,12.0
HA,Hawaiian Airlines Inc.,8,3,1120,660.0,88.0,-2.0,-2.0,7.0,12.0
HA,Hawaiian Airlines Inc.,8,4,888,634.0,84.0,-1.0,-1.0,7.0,12.0
HA,Hawaiian Airlines Inc.,8,5,961,639.0,85.0,-3.0,-2.0,7.0,12.0
HA,Hawaiian Airlines Inc.,8,6,901,634.0,84.0,0.0,0.0,8.0,11.0
HA,Hawaiian Airlines Inc.,8,7,936,654.0,87.0,-1.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,9,1,817,643.0,86.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,9,2,784,628.0,84.0,-2.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,9,3,806,642.0,86.0,0.0,0.0,7.0,12.0
HA,Hawaiian Airlines Inc.,9,4,1014,624.0,83.0,-0.0,-0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,9,5,1091,625.0,84.0,-0.0,0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,9,6,819,610.0,83.0,-0.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,9,7,834,638.0,85.0,-3.0,-4.0,7.0,11.0
HA,Hawaiian Airlines Inc.,10,1,994,629.0,84.0,-2.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,10,2,774,622.0,83.0,-3.0,-3.0,7.0,11.0
HA,Hawaiian Airlines Inc.,10,3,799,647.0,87.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,10,4,789,623.0,84.0,-1.0,-2.0,7.0,11.0
HA,Hawaiian Airlines Inc.,10,5,854,633.0,85.0,4.0,4.0,7.0,11.0
HA,Hawaiian Airlines Inc.,10,6,986,620.0,83.0,0.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,10,7,1023,632.0,84.0,0.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,11,1,805,612.0,83.0,-1.0,0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,11,2,979,605.0,82.0,-1.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,11,3,1007,641.0,86.0,-0.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,11,4,800,617.0,83.0,-0.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,11,5,860,634.0,85.0,0.0,0.0,7.0,11.0
HA,Hawaiian Airlines Inc.,11,6,787,624.0,84.0,-2.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,11,7,819,632.0,84.0,-0.0,-1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,12,1,817,640.0,87.0,2.0,3.0,7.0,11.0
